"U:0","U:1","U:2","epsilon","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.21806,0.0016167,0,0.0070329,0.00075638,1.0329e-05,-0.0026853,1,0.0019,0.05,0.0019,0.01
-0.21786,0.0016838,0,0.0067366,0.00075628,1.0969e-05,-0.00269,1,0.002,0.05,0.002,0.01
-0.21767,0.0017508,0,0.0064403,0.00075619,1.1609e-05,-0.0026947,1,0.0021,0.05,0.0021,0.01
-0.21747,0.0018179,0,0.0061441,0.0007561,1.2249e-05,-0.0026994,1,0.0022,0.05,0.0022,0.01
-0.21727,0.0018849,0,0.0058478,0.00075601,1.2889e-05,-0.0027041,1,0.0023,0.05,0.0023,0.01
-0.21707,0.001952,0,0.0055515,0.00075592,1.3528e-05,-0.0027088,1,0.0024,0.05,0.0024,0.01
-0.21687,0.002019,0,0.0052552,0.00075582,1.4168e-05,-0.0027135,1,0.0025,0.05,0.0025,0.01
-0.21668,0.0020861,0,0.0049589,0.00075573,1.4808e-05,-0.0027182,1,0.0026,0.05,0.0026,0.01
-0.21648,0.0021531,0,0.0046627,0.00075564,1.5448e-05,-0.0027229,1,0.0027,0.05,0.0027,0.01
-0.21628,0.0022202,0,0.0043664,0.00075555,1.6088e-05,-0.0027276,1,0.0028,0.05,0.0028,0.01
-0.21608,0.0022872,0,0.0040701,0.00075546,1.6728e-05,-0.0027323,1,0.0029,0.05,0.0029,0.01
-0.21588,0.0023543,0,0.0037738,0.00075536,1.7368e-05,-0.002737,1,0.003,0.05,0.003,0.01
-0.21569,0.0024213,0,0.0034775,0.00075527,1.8007e-05,-0.0027417,1,0.0031,0.05,0.0031,0.01
-0.21549,0.0024884,0,0.0031812,0.00075518,1.8647e-05,-0.0027464,1,0.0032,0.05,0.0032,0.01
-0.21529,0.0025554,0,0.002885,0.00075509,1.9287e-05,-0.0027511,1,0.0033,0.05,0.0033,0.01
-0.21466,0.0026084,0,0.0027787,0.00076354,2.0024e-05,-0.0027577,1,0.0034,0.05,0.0034,0.01
-0.21382,0.0026543,0,0.0027675,0.00077627,2.0809e-05,-0.0027654,1,0.0035,0.05,0.0035,0.01
-0.21298,0.0027002,0,0.0027563,0.000789,2.1594e-05,-0.0027731,1,0.0036,0.05,0.0036,0.01
-0.21214,0.002746,0,0.0027451,0.00080174,2.2379e-05,-0.0027807,1,0.0037,0.05,0.0037,0.01
-0.2113,0.0027919,0,0.0027339,0.00081447,2.3164e-05,-0.0027884,1,0.0038,0.05,0.0038,0.01
-0.21046,0.0028378,0,0.0027227,0.0008272,2.3949e-05,-0.002796,1,0.0039,0.05,0.0039,0.01
-0.20962,0.0028837,0,0.0027115,0.00083993,2.4734e-05,-0.0028037,1,0.004,0.05,0.004,0.01
-0.20878,0.0029296,0,0.0027002,0.00085266,2.5519e-05,-0.0028114,1,0.0041,0.05,0.0041,0.01
-0.20794,0.0029755,0,0.002689,0.00086539,2.6304e-05,-0.002819,1,0.0042,0.05,0.0042,0.01
-0.2071,0.0030213,0,0.0026778,0.00087812,2.7088e-05,-0.0028267,1,0.0043,0.05,0.0043,0.01
-0.20626,0.0030672,0,0.0026666,0.00089085,2.7873e-05,-0.0028343,1,0.0044,0.05,0.0044,0.01
-0.20542,0.0031131,0,0.0026554,0.00090358,2.8658e-05,-0.002842,1,0.0045,0.05,0.0045,0.01
-0.20458,0.003159,0,0.0026442,0.00091631,2.9443e-05,-0.0028497,1,0.0046,0.05,0.0046,0.01
-0.20374,0.0032049,0,0.002633,0.00092904,3.0228e-05,-0.0028573,1,0.0047,0.05,0.0047,0.01
-0.2029,0.0032508,0,0.0026218,0.00094177,3.1013e-05,-0.002865,1,0.0048,0.05,0.0048,0.01
-0.20206,0.0032967,0,0.0026105,0.0009545,3.1798e-05,-0.0028726,1,0.0049,0.05,0.0049,0.01
-0.20122,0.0033425,0,0.0025993,0.00096723,3.2583e-05,-0.0028803,1,0.005,0.05,0.005,0.01
-0.20027,0.0033732,0,0.0026023,0.00097629,3.3184e-05,-0.0028904,1,0.0051,0.05,0.0051,0.01
-0.19933,0.0034038,0,0.0026053,0.00098535,3.3785e-05,-0.0029004,1,0.0052,0.05,0.0052,0.01
-0.19839,0.0034345,0,0.0026083,0.00099441,3.4385e-05,-0.0029105,1,0.0053,0.05,0.0053,0.01
-0.19745,0.0034651,0,0.0026113,0.0010035,3.4986e-05,-0.0029205,1,0.0054,0.05,0.0054,0.01
-0.19651,0.0034958,0,0.0026143,0.0010125,3.5587e-05,-0.0029306,1,0.0055,0.05,0.0055,0.01
-0.19557,0.0035264,0,0.0026173,0.0010216,3.6188e-05,-0.0029407,1,0.0056,0.05,0.0056,0.01
-0.19462,0.0035571,0,0.0026203,0.0010306,3.6788e-05,-0.0029507,1,0.0057,0.05,0.0057,0.01
-0.19368,0.0035877,0,0.0026233,0.0010397,3.7389e-05,-0.0029608,1,0.0058,0.05,0.0058,0.01
-0.19274,0.0036184,0,0.0026263,0.0010488,3.799e-05,-0.0029708,1,0.0059,0.05,0.0059,0.01
-0.1918,0.003649,0,0.0026293,0.0010578,3.859e-05,-0.0029809,1,0.006,0.05,0.006,0.01
-0.19086,0.0036796,0,0.0026323,0.0010669,3.9191e-05,-0.002991,1,0.0061,0.05,0.0061,0.01
-0.18992,0.0037103,0,0.0026353,0.0010759,3.9792e-05,-0.003001,1,0.0062,0.05,0.0062,0.01
-0.18898,0.0037409,0,0.0026383,0.001085,4.0392e-05,-0.0030111,1,0.0063,0.05,0.0063,0.01
-0.18803,0.0037716,0,0.0026413,0.001094,4.0993e-05,-0.0030212,1,0.0064,0.05,0.0064,0.01
-0.18709,0.0038022,0,0.0026443,0.0011031,4.1594e-05,-0.0030312,1,0.0065,0.05,0.0065,0.01
-0.18615,0.0038329,0,0.0026473,0.0011122,4.2195e-05,-0.0030413,1,0.0066,0.05,0.0066,0.01
-0.18521,0.0038582,0,0.0026472,0.0011197,4.2751e-05,-0.0030519,1,0.0067,0.05,0.0067,0.01
-0.18429,0.0038729,0,0.0026409,0.0011241,4.3218e-05,-0.0030637,1,0.0068,0.05,0.0068,0.01
-0.18337,0.0038876,0,0.0026346,0.0011285,4.3684e-05,-0.0030754,1,0.0069,0.05,0.0069,0.01
-0.18244,0.0039022,0,0.0026283,0.0011329,4.4151e-05,-0.0030872,1,0.007,0.05,0.007,0.01
-0.18152,0.0039169,0,0.002622,0.0011373,4.4618e-05,-0.003099,1,0.0071,0.05,0.0071,0.01
-0.18059,0.0039316,0,0.0026157,0.0011417,4.5085e-05,-0.0031107,1,0.0072,0.05,0.0072,0.01
-0.17967,0.0039463,0,0.0026094,0.0011461,4.5552e-05,-0.0031225,1,0.0073,0.05,0.0073,0.01
-0.17874,0.003961,0,0.0026031,0.0011505,4.6019e-05,-0.0031342,1,0.0074,0.05,0.0074,0.01
-0.17782,0.0039757,0,0.0025968,0.001155,4.6486e-05,-0.003146,1,0.0075,0.05,0.0075,0.01
-0.1769,0.0039903,0,0.0025905,0.0011594,4.6953e-05,-0.0031578,1,0.0076,0.05,0.0076,0.01
-0.17597,0.004005,0,0.0025842,0.0011638,4.742e-05,-0.0031695,1,0.0077,0.05,0.0077,0.01
-0.17505,0.0040197,0,0.0025779,0.0011682,4.7886e-05,-0.0031813,1,0.0078,0.05,0.0078,0.01
-0.17412,0.0040344,0,0.0025716,0.0011726,4.8353e-05,-0.0031931,1,0.0079,0.05,0.0079,0.01
-0.1732,0.0040491,0,0.0025653,0.001177,4.882e-05,-0.0032048,1,0.008,0.05,0.008,0.01
-0.17228,0.0040637,0,0.0025591,0.0011814,4.9287e-05,-0.0032166,1,0.0081,0.05,0.0081,0.01
-0.17135,0.0040784,0,0.0025528,0.0011858,4.9754e-05,-0.0032284,1,0.0082,0.05,0.0082,0.01
-0.17043,0.0040931,0,0.0025465,0.0011902,5.0221e-05,-0.0032401,1,0.0083,0.05,0.0083,0.01
-0.16954,0.0041005,0,0.0025349,0.0011923,5.064e-05,-0.0032526,1,0.0084,0.05,0.0084,0.01
-0.16867,0.0041043,0,0.0025207,0.0011932,5.1035e-05,-0.0032655,1,0.0085,0.05,0.0085,0.01
-0.16781,0.004108,0,0.0025064,0.0011941,5.143e-05,-0.0032784,1,0.0086,0.05,0.0086,0.01
-0.16694,0.0041118,0,0.0024922,0.0011949,5.1826e-05,-0.0032912,1,0.0087,0.05,0.0087,0.01
-0.16608,0.0041156,0,0.002478,0.0011958,5.2221e-05,-0.0033041,1,0.0088,0.05,0.0088,0.01
-0.16521,0.0041193,0,0.0024638,0.0011967,5.2616e-05,-0.003317,1,0.0089,0.05,0.0089,0.01
-0.16434,0.0041231,0,0.0024496,0.0011976,5.3011e-05,-0.0033298,1,0.009,0.05,0.009,0.01
-0.16348,0.0041269,0,0.0024354,0.0011985,5.3406e-05,-0.0033427,1,0.0091,0.05,0.0091,0.01
-0.16261,0.0041306,0,0.0024211,0.0011994,5.3802e-05,-0.0033556,1,0.0092,0.05,0.0092,0.01
-0.16174,0.0041344,0,0.0024069,0.0012002,5.4197e-05,-0.0033684,1,0.0093,0.05,0.0093,0.01
-0.16088,0.0041382,0,0.0023927,0.0012011,5.4592e-05,-0.0033813,1,0.0094,0.05,0.0094,0.01
-0.16001,0.0041419,0,0.0023785,0.001202,5.4987e-05,-0.0033942,1,0.0095,0.05,0.0095,0.01
-0.15914,0.0041457,0,0.0023643,0.0012029,5.5382e-05,-0.003407,1,0.0096,0.05,0.0096,0.01
-0.15828,0.0041495,0,0.00235,0.0012038,5.5778e-05,-0.0034199,1,0.0097,0.05,0.0097,0.01
-0.15741,0.0041532,0,0.0023358,0.0012047,5.6173e-05,-0.0034328,1,0.0098,0.05,0.0098,0.01
-0.15654,0.004157,0,0.0023216,0.0012055,5.6568e-05,-0.0034457,1,0.0099,0.05,0.0099,0.01
-0.15568,0.0041608,0,0.0023074,0.0012064,5.6963e-05,-0.0034585,1,0.01,0.05,0.01,0.01
-0.15489,0.0041573,0,0.0022896,0.001205,5.7315e-05,-0.0034721,1,0.0101,0.05,0.0101,0.01
-0.1541,0.0041539,0,0.0022718,0.0012036,5.7667e-05,-0.0034856,1,0.0102,0.05,0.0102,0.01
-0.15331,0.0041504,0,0.002254,0.0012021,5.8019e-05,-0.0034991,1,0.0103,0.05,0.0103,0.01
-0.15252,0.004147,0,0.0022361,0.0012007,5.837e-05,-0.0035126,1,0.0104,0.05,0.0104,0.01
-0.15173,0.0041436,0,0.0022183,0.0011993,5.8722e-05,-0.0035262,1,0.0105,0.05,0.0105,0.01
-0.15094,0.0041401,0,0.0022005,0.0011978,5.9074e-05,-0.0035397,1,0.0106,0.05,0.0106,0.01
-0.15015,0.0041367,0,0.0021827,0.0011964,5.9426e-05,-0.0035532,1,0.0107,0.05,0.0107,0.01
-0.14936,0.0041332,0,0.0021649,0.001195,5.9778e-05,-0.0035668,1,0.0108,0.05,0.0108,0.01
-0.14857,0.0041298,0,0.0021471,0.0011935,6.013e-05,-0.0035803,1,0.0109,0.05,0.0109,0.01
-0.14778,0.0041263,0,0.0021292,0.0011921,6.0482e-05,-0.0035938,1,0.011,0.05,0.011,0.01
-0.14699,0.0041229,0,0.0021114,0.0011907,6.0833e-05,-0.0036074,1,0.0111,0.05,0.0111,0.01
-0.1462,0.0041194,0,0.0020936,0.0011892,6.1185e-05,-0.0036209,1,0.0112,0.05,0.0112,0.01
-0.14541,0.004116,0,0.0020758,0.0011878,6.1537e-05,-0.0036344,1,0.0113,0.05,0.0113,0.01
-0.14462,0.0041125,0,0.002058,0.0011863,6.1889e-05,-0.003648,1,0.0114,0.05,0.0114,0.01
-0.14383,0.0041091,0,0.0020402,0.0011849,6.2241e-05,-0.0036615,1,0.0115,0.05,0.0115,0.01
-0.14304,0.0041056,0,0.0020224,0.0011835,6.2593e-05,-0.003675,1,0.0116,0.05,0.0116,0.01
-0.14227,0.0041011,0,0.0020045,0.0011816,6.2933e-05,-0.0036887,1,0.0117,0.05,0.0117,0.01
-0.14156,0.0040942,0,0.0019866,0.0011788,6.325e-05,-0.0037026,1,0.0118,0.05,0.0118,0.01
-0.14085,0.0040874,0,0.0019688,0.0011761,6.3567e-05,-0.0037166,1,0.0119,0.05,0.0119,0.01
-0.14014,0.0040806,0,0.0019509,0.0011733,6.3884e-05,-0.0037305,1,0.012,0.05,0.012,0.01
-0.13943,0.0040737,0,0.001933,0.0011705,6.4201e-05,-0.0037445,1,0.0121,0.05,0.0121,0.01
-0.13872,0.0040669,0,0.0019151,0.0011677,6.4518e-05,-0.0037584,1,0.0122,0.05,0.0122,0.01
-0.13801,0.0040601,0,0.0018973,0.001165,6.4835e-05,-0.0037723,1,0.0123,0.05,0.0123,0.01
-0.13729,0.0040533,0,0.0018794,0.0011622,6.5151e-05,-0.0037863,1,0.0124,0.05,0.0124,0.01
-0.13658,0.0040464,0,0.0018615,0.0011594,6.5468e-05,-0.0038002,1,0.0125,0.05,0.0125,0.01
-0.13587,0.0040396,0,0.0018437,0.0011567,6.5785e-05,-0.0038142,1,0.0126,0.05,0.0126,0.01
-0.13516,0.0040328,0,0.0018258,0.0011539,6.6102e-05,-0.0038281,1,0.0127,0.05,0.0127,0.01
-0.13445,0.0040259,0,0.0018079,0.0011511,6.6419e-05,-0.0038421,1,0.0128,0.05,0.0128,0.01
-0.13374,0.0040191,0,0.00179,0.0011483,6.6736e-05,-0.003856,1,0.0129,0.05,0.0129,0.01
-0.13303,0.0040123,0,0.0017722,0.0011456,6.7053e-05,-0.0038699,1,0.013,0.05,0.013,0.01
-0.13232,0.0040054,0,0.0017543,0.0011428,6.737e-05,-0.0038839,1,0.0131,0.05,0.0131,0.01
-0.1316,0.0039986,0,0.0017364,0.00114,6.7687e-05,-0.0038978,1,0.0132,0.05,0.0132,0.01
-0.13089,0.0039918,0,0.0017185,0.0011373,6.8004e-05,-0.0039118,1,0.0133,0.05,0.0133,0.01
-0.13023,0.0039843,0,0.0017018,0.0011341,6.8304e-05,-0.0039259,1,0.0134,0.05,0.0134,0.01
-0.12959,0.0039764,0,0.0016856,0.0011307,6.8596e-05,-0.0039401,1,0.0135,0.05,0.0135,0.01
-0.12895,0.0039686,0,0.0016694,0.0011272,6.8887e-05,-0.0039542,1,0.0136,0.05,0.0136,0.01
-0.12831,0.0039607,0,0.0016531,0.0011238,6.9179e-05,-0.0039684,1,0.0137,0.05,0.0137,0.01
-0.12767,0.0039529,0,0.0016369,0.0011204,6.947e-05,-0.0039826,1,0.0138,0.05,0.0138,0.01
-0.12704,0.0039451,0,0.0016207,0.001117,6.9762e-05,-0.0039967,1,0.0139,0.05,0.0139,0.01
-0.1264,0.0039372,0,0.0016045,0.0011136,7.0053e-05,-0.0040109,1,0.014,0.05,0.014,0.01
-0.12576,0.0039294,0,0.0015883,0.0011102,7.0344e-05,-0.0040251,1,0.0141,0.05,0.0141,0.01
-0.12512,0.0039215,0,0.0015721,0.0011068,7.0636e-05,-0.0040393,1,0.0142,0.05,0.0142,0.01
-0.12448,0.0039137,0,0.0015559,0.0011034,7.0927e-05,-0.0040534,1,0.0143,0.05,0.0143,0.01
-0.12384,0.0039059,0,0.0015397,0.0011,7.1219e-05,-0.0040676,1,0.0144,0.05,0.0144,0.01
-0.1232,0.003898,0,0.0015235,0.0010965,7.151e-05,-0.0040818,1,0.0145,0.05,0.0145,0.01
-0.12257,0.0038902,0,0.0015073,0.0010931,7.1802e-05,-0.004096,1,0.0146,0.05,0.0146,0.01
-0.12193,0.0038823,0,0.0014911,0.0010897,7.2093e-05,-0.0041101,1,0.0147,0.05,0.0147,0.01
-0.12129,0.0038745,0,0.0014749,0.0010863,7.2385e-05,-0.0041243,1,0.0148,0.05,0.0148,0.01
-0.12065,0.0038666,0,0.0014587,0.0010829,7.2676e-05,-0.0041385,1,0.0149,0.05,0.0149,0.01
-0.12001,0.0038588,0,0.0014424,0.0010795,7.2968e-05,-0.0041527,1,0.015,0.05,0.015,0.01
-0.11943,0.0038514,0,0.0014285,0.0010759,7.3241e-05,-0.0041669,1,0.0151,0.05,0.0151,0.01
-0.11886,0.0038439,0,0.0014146,0.0010723,7.3514e-05,-0.0041812,1,0.0152,0.05,0.0152,0.01
-0.11828,0.0038365,0,0.0014006,0.0010686,7.3786e-05,-0.0041955,1,0.0153,0.05,0.0153,0.01
-0.11771,0.0038291,0,0.0013867,0.001065,7.4059e-05,-0.0042098,1,0.0154,0.05,0.0154,0.01
-0.11713,0.0038217,0,0.0013728,0.0010614,7.4332e-05,-0.004224,1,0.0155,0.05,0.0155,0.01
-0.11656,0.0038142,0,0.0013588,0.0010578,7.4605e-05,-0.0042383,1,0.0156,0.05,0.0156,0.01
-0.11598,0.0038068,0,0.0013449,0.0010542,7.4878e-05,-0.0042526,1,0.0157,0.05,0.0157,0.01
-0.1154,0.0037994,0,0.0013309,0.0010505,7.5151e-05,-0.0042669,1,0.0158,0.05,0.0158,0.01
-0.11483,0.0037919,0,0.001317,0.0010469,7.5423e-05,-0.0042811,1,0.0159,0.05,0.0159,0.01
-0.11425,0.0037845,0,0.0013031,0.0010433,7.5696e-05,-0.0042954,1,0.016,0.05,0.016,0.01
-0.11368,0.0037771,0,0.0012891,0.0010397,7.5969e-05,-0.0043097,1,0.0161,0.05,0.0161,0.01
-0.1131,0.0037697,0,0.0012752,0.0010361,7.6242e-05,-0.004324,1,0.0162,0.05,0.0162,0.01
-0.11253,0.0037622,0,0.0012612,0.0010324,7.6515e-05,-0.0043382,1,0.0163,0.05,0.0163,0.01
-0.11195,0.0037548,0,0.0012473,0.0010288,7.6788e-05,-0.0043525,1,0.0164,0.05,0.0164,0.01
-0.11138,0.0037474,0,0.0012334,0.0010252,7.706e-05,-0.0043668,1,0.0165,0.05,0.0165,0.01
-0.1108,0.0037399,0,0.0012194,0.0010216,7.7333e-05,-0.0043811,1,0.0166,0.05,0.0166,0.01
-0.11024,0.0037329,0,0.0012062,0.001018,7.76e-05,-0.0043953,1,0.0167,0.05,0.0167,0.01
-0.10972,0.0037266,0,0.0011945,0.0010144,7.7856e-05,-0.0044096,1,0.0168,0.05,0.0168,0.01
-0.1092,0.0037204,0,0.0011829,0.0010108,7.8111e-05,-0.0044239,1,0.0169,0.05,0.0169,0.01
-0.10867,0.0037141,0,0.0011712,0.0010071,7.8367e-05,-0.0044382,1,0.017,0.05,0.017,0.01
-0.10815,0.0037078,0,0.0011595,0.0010035,7.8622e-05,-0.0044525,1,0.0171,0.05,0.0171,0.01
-0.10763,0.0037015,0,0.0011478,0.00099993,7.8878e-05,-0.0044667,1,0.0172,0.05,0.0172,0.01
-0.1071,0.0036953,0,0.0011361,0.00099632,7.9133e-05,-0.004481,1,0.0173,0.05,0.0173,0.01
-0.10658,0.003689,0,0.0011245,0.00099271,7.9389e-05,-0.0044953,1,0.0174,0.05,0.0174,0.01
-0.10606,0.0036827,0,0.0011128,0.0009891,7.9644e-05,-0.0045096,1,0.0175,0.05,0.0175,0.01
-0.10554,0.0036764,0,0.0011011,0.00098549,7.9899e-05,-0.0045239,1,0.0176,0.05,0.0176,0.01
-0.10501,0.0036702,0,0.0010894,0.00098188,8.0155e-05,-0.0045381,1,0.0177,0.05,0.0177,0.01
-0.10449,0.0036639,0,0.0010777,0.00097827,8.041e-05,-0.0045524,1,0.0178,0.05,0.0178,0.01
-0.10397,0.0036576,0,0.0010661,0.00097466,8.0666e-05,-0.0045667,1,0.0179,0.05,0.0179,0.01
-0.10344,0.0036514,0,0.0010544,0.00097105,8.0921e-05,-0.004581,1,0.018,0.05,0.018,0.01
-0.10292,0.0036451,0,0.0010427,0.00096744,8.1177e-05,-0.0045953,1,0.0181,0.05,0.0181,0.01
-0.1024,0.0036388,0,0.001031,0.00096383,8.1432e-05,-0.0046096,1,0.0182,0.05,0.0182,0.01
-0.10188,0.0036325,0,0.0010193,0.00096022,8.1688e-05,-0.0046238,1,0.0183,0.05,0.0183,0.01
-0.10138,0.0036272,0,0.001009,0.00095669,8.1932e-05,-0.0046381,1,0.0184,0.05,0.0184,0.01
-0.1009,0.0036224,0,0.00099931,0.00095319,8.217e-05,-0.0046523,1,0.0185,0.05,0.0185,0.01
-0.10042,0.0036175,0,0.00098963,0.00094969,8.2408e-05,-0.0046664,1,0.0186,0.05,0.0186,0.01
-0.099943,0.0036126,0,0.00097995,0.0009462,8.2647e-05,-0.0046806,1,0.0187,0.05,0.0187,0.01
-0.099464,0.0036078,0,0.00097026,0.0009427,8.2885e-05,-0.0046948,1,0.0188,0.05,0.0188,0.01
-0.098984,0.0036029,0,0.00096058,0.0009392,8.3124e-05,-0.004709,1,0.0189,0.05,0.0189,0.01
-0.098505,0.0035981,0,0.0009509,0.00093571,8.3362e-05,-0.0047232,1,0.019,0.05,0.019,0.01
-0.098026,0.0035932,0,0.00094121,0.00093221,8.36e-05,-0.0047374,1,0.0191,0.05,0.0191,0.01
-0.097546,0.0035883,0,0.00093153,0.00092871,8.3839e-05,-0.0047516,1,0.0192,0.05,0.0192,0.01
-0.097067,0.0035835,0,0.00092185,0.00092521,8.4077e-05,-0.0047658,1,0.0193,0.05,0.0193,0.01
-0.096588,0.0035786,0,0.00091216,0.00092172,8.4315e-05,-0.00478,1,0.0194,0.05,0.0194,0.01
-0.096108,0.0035738,0,0.00090248,0.00091822,8.4554e-05,-0.0047942,1,0.0195,0.05,0.0195,0.01
-0.095629,0.0035689,0,0.0008928,0.00091472,8.4792e-05,-0.0048084,1,0.0196,0.05,0.0196,0.01
-0.095149,0.003564,0,0.00088312,0.00091123,8.5031e-05,-0.0048226,1,0.0197,0.05,0.0197,0.01
-0.09467,0.0035592,0,0.00087343,0.00090773,8.5269e-05,-0.0048368,1,0.0198,0.05,0.0198,0.01
-0.094191,0.0035543,0,0.00086375,0.00090423,8.5507e-05,-0.004851,1,0.0199,0.05,0.0199,0.01
-0.093711,0.0035495,0,0.00085407,0.00090073,8.5746e-05,-0.0048652,1,0.02,0.05,0.02,0.01
-0.093268,0.003546,0,0.00084606,0.00089739,8.5967e-05,-0.0048792,1,0.0201,0.05,0.0201,0.01
-0.092824,0.0035426,0,0.00083805,0.00089405,8.6188e-05,-0.0048932,1,0.0202,0.05,0.0202,0.01
-0.09238,0.0035391,0,0.00083004,0.00089071,8.6409e-05,-0.0049072,1,0.0203,0.05,0.0203,0.01
-0.091936,0.0035357,0,0.00082203,0.00088737,8.663e-05,-0.0049213,1,0.0204,0.05,0.0204,0.01
-0.091492,0.0035322,0,0.00081403,0.00088403,8.6851e-05,-0.0049353,1,0.0205,0.05,0.0205,0.01
-0.091049,0.0035288,0,0.00080602,0.00088069,8.7072e-05,-0.0049493,1,0.0206,0.05,0.0206,0.01
-0.090605,0.0035253,0,0.00079801,0.00087735,8.7293e-05,-0.0049633,1,0.0207,0.05,0.0207,0.01
-0.090161,0.0035219,0,0.00079,0.00087401,8.7514e-05,-0.0049773,1,0.0208,0.05,0.0208,0.01
-0.089717,0.0035184,0,0.00078199,0.00087067,8.7735e-05,-0.0049913,1,0.0209,0.05,0.0209,0.01
-0.089274,0.003515,0,0.00077398,0.00086732,8.7956e-05,-0.0050054,1,0.021,0.05,0.021,0.01
-0.08883,0.0035115,0,0.00076598,0.00086398,8.8177e-05,-0.0050194,1,0.0211,0.05,0.0211,0.01
-0.088386,0.0035081,0,0.00075797,0.00086064,8.8399e-05,-0.0050334,1,0.0212,0.05,0.0212,0.01
-0.087942,0.0035046,0,0.00074996,0.0008573,8.862e-05,-0.0050474,1,0.0213,0.05,0.0213,0.01
-0.087499,0.0035012,0,0.00074195,0.00085396,8.8841e-05,-0.0050614,1,0.0214,0.05,0.0214,0.01
-0.087055,0.0034977,0,0.00073394,0.00085062,8.9062e-05,-0.0050755,1,0.0215,0.05,0.0215,0.01
-0.086611,0.0034943,0,0.00072594,0.00084728,8.9283e-05,-0.0050895,1,0.0216,0.05,0.0216,0.01
-0.086177,0.0034913,0,0.00071839,0.000844,8.9498e-05,-0.0051034,1,0.0217,0.05,0.0217,0.01
-0.085762,0.0034891,0,0.00071176,0.00084083,8.9701e-05,-0.0051171,1,0.0218,0.05,0.0218,0.01
-0.085348,0.0034869,0,0.00070513,0.00083766,8.9905e-05,-0.0051309,1,0.0219,0.05,0.0219,0.01
-0.084933,0.0034847,0,0.0006985,0.00083449,9.0108e-05,-0.0051446,1,0.022,0.05,0.022,0.01
-0.084519,0.0034826,0,0.00069188,0.00083133,9.0311e-05,-0.0051584,1,0.0221,0.05,0.0221,0.01
-0.084104,0.0034804,0,0.00068525,0.00082816,9.0515e-05,-0.0051721,1,0.0222,0.05,0.0222,0.01
-0.08369,0.0034782,0,0.00067862,0.00082499,9.0718e-05,-0.0051859,1,0.0223,0.05,0.0223,0.01
-0.083275,0.003476,0,0.00067199,0.00082183,9.0922e-05,-0.0051996,1,0.0224,0.05,0.0224,0.01
-0.08286,0.0034738,0,0.00066536,0.00081866,9.1125e-05,-0.0052134,1,0.0225,0.05,0.0225,0.01
-0.082446,0.0034717,0,0.00065874,0.00081549,9.1328e-05,-0.0052271,1,0.0226,0.05,0.0226,0.01
-0.082031,0.0034695,0,0.00065211,0.00081233,9.1532e-05,-0.0052409,1,0.0227,0.05,0.0227,0.01
-0.081617,0.0034673,0,0.00064548,0.00080916,9.1735e-05,-0.0052546,1,0.0228,0.05,0.0228,0.01
-0.081202,0.0034651,0,0.00063885,0.00080599,9.1938e-05,-0.0052684,1,0.0229,0.05,0.0229,0.01
