"U:0","U:1","U:2","epsilon","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.6928,0.023447,0,1.9011,0.0984,0.00046169,-0.24791,1,0.0059,0.05,0.0059,0.005
-1.6862,0.023667,0,1.8998,0.099043,0.00046791,-0.24878,1,0.006,0.05,0.006,0.005
-1.6796,0.023888,0,1.8986,0.099686,0.00047413,-0.24965,1,0.0061,0.05,0.0061,0.005
-1.673,0.024108,0,1.8973,0.10033,0.00048035,-0.25052,1,0.0062,0.05,0.0062,0.005
-1.6664,0.024328,0,1.896,0.10097,0.00048657,-0.25139,1,0.0063,0.05,0.0063,0.005
-1.6598,0.024549,0,1.8948,0.10161,0.0004928,-0.25226,1,0.0064,0.05,0.0064,0.005
-1.6532,0.024769,0,1.8935,0.10226,0.00049902,-0.25313,1,0.0065,0.05,0.0065,0.005
-1.6466,0.024989,0,1.8923,0.1029,0.00050524,-0.254,1,0.0066,0.05,0.0066,0.005
-1.64,0.025179,0,1.8897,0.10344,0.00051105,-0.25493,1,0.0067,0.05,0.0067,0.005
-1.6335,0.025305,0,1.8847,0.10378,0.00051605,-0.25598,1,0.0068,0.05,0.0068,0.005
-1.6271,0.025432,0,1.8797,0.10412,0.00052106,-0.25703,1,0.0069,0.05,0.0069,0.005
-1.6206,0.025559,0,1.8746,0.10446,0.00052606,-0.25809,1,0.007,0.05,0.007,0.005
-1.6141,0.025686,0,1.8696,0.1048,0.00053106,-0.25914,1,0.0071,0.05,0.0071,0.005
-1.6076,0.025813,0,1.8646,0.10514,0.00053606,-0.2602,1,0.0072,0.05,0.0072,0.005
-1.6012,0.02594,0,1.8595,0.10548,0.00054106,-0.26125,1,0.0073,0.05,0.0073,0.005
-1.5947,0.026067,0,1.8545,0.10581,0.00054606,-0.26231,1,0.0074,0.05,0.0074,0.005
-1.5882,0.026193,0,1.8494,0.10615,0.00055106,-0.26336,1,0.0075,0.05,0.0075,0.005
-1.5818,0.02632,0,1.8444,0.10649,0.00055606,-0.26441,1,0.0076,0.05,0.0076,0.005
-1.5753,0.026447,0,1.8394,0.10683,0.00056107,-0.26547,1,0.0077,0.05,0.0077,0.005
-1.5688,0.026574,0,1.8343,0.10717,0.00056607,-0.26652,1,0.0078,0.05,0.0078,0.005
-1.5623,0.026701,0,1.8293,0.10751,0.00057107,-0.26758,1,0.0079,0.05,0.0079,0.005
-1.5559,0.026828,0,1.8243,0.10785,0.00057607,-0.26863,1,0.008,0.05,0.008,0.005
-1.5494,0.026954,0,1.8192,0.10819,0.00058107,-0.26968,1,0.0081,0.05,0.0081,0.005
-1.5429,0.027081,0,1.8142,0.10853,0.00058607,-0.27074,1,0.0082,0.05,0.0082,0.005
-1.5364,0.027208,0,1.8092,0.10886,0.00059107,-0.27179,1,0.0083,0.05,0.0083,0.005
-1.5302,0.027287,0,1.8019,0.10905,0.00059557,-0.27294,1,0.0084,0.05,0.0084,0.005
-1.524,0.027343,0,1.7936,0.10916,0.00059981,-0.27413,1,0.0085,0.05,0.0085,0.005
-1.5178,0.027399,0,1.7853,0.10926,0.00060404,-0.27533,1,0.0086,0.05,0.0086,0.005
-1.5117,0.027454,0,1.7769,0.10937,0.00060828,-0.27652,1,0.0087,0.05,0.0087,0.005
-1.5055,0.02751,0,1.7686,0.10948,0.00061252,-0.27772,1,0.0088,0.05,0.0088,0.005
-1.4993,0.027565,0,1.7603,0.10959,0.00061676,-0.27891,1,0.0089,0.05,0.0089,0.005
-1.4931,0.027621,0,1.752,0.1097,0.000621,-0.28011,1,0.009,0.05,0.009,0.005
-1.487,0.027676,0,1.7436,0.1098,0.00062524,-0.2813,1,0.0091,0.05,0.0091,0.005
-1.4808,0.027732,0,1.7353,0.10991,0.00062948,-0.2825,1,0.0092,0.05,0.0092,0.005
-1.4746,0.027787,0,1.727,0.11002,0.00063372,-0.28369,1,0.0093,0.05,0.0093,0.005
-1.4685,0.027843,0,1.7186,0.11013,0.00063796,-0.28489,1,0.0094,0.05,0.0094,0.005
-1.4623,0.027898,0,1.7103,0.11024,0.0006422,-0.28608,1,0.0095,0.05,0.0095,0.005
-1.4561,0.027954,0,1.702,0.11034,0.00064644,-0.28728,1,0.0096,0.05,0.0096,0.005
-1.45,0.028009,0,1.6937,0.11045,0.00065068,-0.28847,1,0.0097,0.05,0.0097,0.005
-1.4438,0.028065,0,1.6853,0.11056,0.00065492,-0.28967,1,0.0098,0.05,0.0098,0.005
-1.4376,0.02812,0,1.677,0.11067,0.00065916,-0.29086,1,0.0099,0.05,0.0099,0.005
-1.4315,0.028176,0,1.6687,0.11077,0.0006634,-0.29205,1,0.01,0.05,0.01,0.005
-1.4257,0.028184,0,1.6587,0.11072,0.00066708,-0.29336,1,0.0101,0.05,0.0101,0.005
-1.4199,0.028192,0,1.6487,0.11066,0.00067076,-0.29466,1,0.0102,0.05,0.0102,0.005
-1.4141,0.0282,0,1.6387,0.11061,0.00067445,-0.29596,1,0.0103,0.05,0.0103,0.005
-1.4083,0.028208,0,1.6287,0.11055,0.00067813,-0.29726,1,0.0104,0.05,0.0104,0.005
-1.4025,0.028215,0,1.6187,0.1105,0.00068182,-0.29856,1,0.0105,0.05,0.0105,0.005
-1.3968,0.028223,0,1.6087,0.11044,0.0006855,-0.29987,1,0.0106,0.05,0.0106,0.005
-1.391,0.028231,0,1.5987,0.11039,0.00068919,-0.30117,1,0.0107,0.05,0.0107,0.005
-1.3852,0.028239,0,1.5888,0.11033,0.00069287,-0.30247,1,0.0108,0.05,0.0108,0.005
-1.3794,0.028247,0,1.5788,0.11028,0.00069656,-0.30377,1,0.0109,0.05,0.0109,0.005
-1.3736,0.028255,0,1.5688,0.11022,0.00070024,-0.30507,1,0.011,0.05,0.011,0.005
-1.3678,0.028263,0,1.5588,0.11017,0.00070392,-0.30637,1,0.0111,0.05,0.0111,0.005
-1.3621,0.028271,0,1.5488,0.11011,0.00070761,-0.30768,1,0.0112,0.05,0.0112,0.005
-1.3563,0.028279,0,1.5388,0.11006,0.00071129,-0.30898,1,0.0113,0.05,0.0113,0.005
-1.3505,0.028286,0,1.5288,0.11,0.00071498,-0.31028,1,0.0114,0.05,0.0114,0.005
-1.3447,0.028294,0,1.5188,0.10995,0.00071866,-0.31158,1,0.0115,0.05,0.0115,0.005
-1.3389,0.028302,0,1.5088,0.10989,0.00072235,-0.31288,1,0.0116,0.05,0.0116,0.005
-1.3333,0.028301,0,1.4987,0.1098,0.00072587,-0.31421,1,0.0117,0.05,0.0117,0.005
-1.3279,0.02828,0,1.4884,0.10964,0.00072908,-0.3156,1,0.0118,0.05,0.0118,0.005
-1.3225,0.028259,0,1.478,0.10947,0.00073229,-0.31698,1,0.0119,0.05,0.0119,0.005
-1.3171,0.028238,0,1.4677,0.10931,0.00073549,-0.31836,1,0.012,0.05,0.012,0.005
-1.3117,0.028218,0,1.4574,0.10914,0.0007387,-0.31975,1,0.0121,0.05,0.0121,0.005
-1.3063,0.028197,0,1.447,0.10898,0.00074191,-0.32113,1,0.0122,0.05,0.0122,0.005
-1.3009,0.028176,0,1.4367,0.10881,0.00074511,-0.32252,1,0.0123,0.05,0.0123,0.005
-1.2956,0.028156,0,1.4263,0.10865,0.00074832,-0.3239,1,0.0124,0.05,0.0124,0.005
-1.2902,0.028135,0,1.416,0.10848,0.00075153,-0.32528,1,0.0125,0.05,0.0125,0.005
-1.2848,0.028114,0,1.4056,0.10832,0.00075473,-0.32667,1,0.0126,0.05,0.0126,0.005
-1.2794,0.028094,0,1.3953,0.10815,0.00075794,-0.32805,1,0.0127,0.05,0.0127,0.005
-1.274,0.028073,0,1.385,0.10799,0.00076115,-0.32943,1,0.0128,0.05,0.0128,0.005
-1.2686,0.028052,0,1.3746,0.10782,0.00076435,-0.33082,1,0.0129,0.05,0.0129,0.005
-1.2632,0.028032,0,1.3643,0.10766,0.00076756,-0.3322,1,0.013,0.05,0.013,0.005
-1.2578,0.028011,0,1.3539,0.10749,0.00077077,-0.33359,1,0.0131,0.05,0.0131,0.005
-1.2524,0.02799,0,1.3436,0.10733,0.00077397,-0.33497,1,0.0132,0.05,0.0132,0.005
-1.2471,0.02797,0,1.3332,0.10716,0.00077718,-0.33635,1,0.0133,0.05,0.0133,0.005
-1.2419,0.027939,0,1.3232,0.10695,0.0007801,-0.33778,1,0.0134,0.05,0.0134,0.005
-1.2369,0.027903,0,1.3133,0.10672,0.00078288,-0.33922,1,0.0135,0.05,0.0135,0.005
-1.2319,0.027868,0,1.3034,0.10648,0.00078565,-0.34067,1,0.0136,0.05,0.0136,0.005
-1.2269,0.027832,0,1.2935,0.10625,0.00078843,-0.34211,1,0.0137,0.05,0.0137,0.005
-1.2218,0.027797,0,1.2836,0.10601,0.0007912,-0.34356,1,0.0138,0.05,0.0138,0.005
-1.2168,0.027761,0,1.2737,0.10577,0.00079398,-0.345,1,0.0139,0.05,0.0139,0.005
-1.2118,0.027726,0,1.2638,0.10554,0.00079675,-0.34645,1,0.014,0.05,0.014,0.005
-1.2068,0.02769,0,1.2539,0.1053,0.00079953,-0.34789,1,0.0141,0.05,0.0141,0.005
-1.2018,0.027655,0,1.244,0.10507,0.00080231,-0.34934,1,0.0142,0.05,0.0142,0.005
-1.1967,0.027619,0,1.2341,0.10483,0.00080508,-0.35078,1,0.0143,0.05,0.0143,0.005
-1.1917,0.027583,0,1.2241,0.1046,0.00080786,-0.35223,1,0.0144,0.05,0.0144,0.005
-1.1867,0.027548,0,1.2142,0.10436,0.00081063,-0.35367,1,0.0145,0.05,0.0145,0.005
-1.1817,0.027512,0,1.2043,0.10412,0.00081341,-0.35512,1,0.0146,0.05,0.0146,0.005
-1.1767,0.027477,0,1.1944,0.10389,0.00081618,-0.35656,1,0.0147,0.05,0.0147,0.005
-1.1716,0.027441,0,1.1845,0.10365,0.00081896,-0.35801,1,0.0148,0.05,0.0148,0.005
-1.1666,0.027406,0,1.1746,0.10342,0.00082173,-0.35945,1,0.0149,0.05,0.0149,0.005
-1.1616,0.02737,0,1.1647,0.10318,0.00082451,-0.3609,1,0.015,0.05,0.015,0.005
-1.1569,0.027329,0,1.1557,0.10291,0.00082691,-0.36239,1,0.0151,0.05,0.0151,0.005
-1.1522,0.027287,0,1.1466,0.10263,0.00082932,-0.36388,1,0.0152,0.05,0.0152,0.005
-1.1475,0.027246,0,1.1375,0.10235,0.00083172,-0.36537,1,0.0153,0.05,0.0153,0.005
-1.1428,0.027204,0,1.1284,0.10208,0.00083412,-0.36685,1,0.0154,0.05,0.0154,0.005
-1.1381,0.027163,0,1.1194,0.1018,0.00083652,-0.36834,1,0.0155,0.05,0.0155,0.005
-1.1334,0.027121,0,1.1103,0.10152,0.00083892,-0.36983,1,0.0156,0.05,0.0156,0.005
-1.1287,0.02708,0,1.1012,0.10124,0.00084133,-0.37132,1,0.0157,0.05,0.0157,0.005
-1.124,0.027038,0,1.0922,0.10097,0.00084373,-0.37281,1,0.0158,0.05,0.0158,0.005
-1.1194,0.026997,0,1.0831,0.10069,0.00084613,-0.3743,1,0.0159,0.05,0.0159,0.005
-1.1147,0.026955,0,1.074,0.10041,0.00084853,-0.37579,1,0.016,0.05,0.016,0.005
-1.11,0.026914,0,1.065,0.10014,0.00085094,-0.37727,1,0.0161,0.05,0.0161,0.005
-1.1053,0.026872,0,1.0559,0.099862,0.00085334,-0.37876,1,0.0162,0.05,0.0162,0.005
-1.1006,0.026831,0,1.0468,0.099585,0.00085574,-0.38025,1,0.0163,0.05,0.0163,0.005
-1.0959,0.026789,0,1.0378,0.099308,0.00085814,-0.38174,1,0.0164,0.05,0.0164,0.005
-1.0912,0.026747,0,1.0287,0.099031,0.00086055,-0.38323,1,0.0165,0.05,0.0165,0.005
-1.0865,0.026706,0,1.0196,0.098755,0.00086295,-0.38472,1,0.0166,0.05,0.0166,0.005
-1.0819,0.026664,0,1.0109,0.098471,0.00086524,-0.38622,1,0.0167,0.05,0.0167,0.005
-1.0775,0.026623,0,1.0028,0.098173,0.0008673,-0.38773,1,0.0168,0.05,0.0168,0.005
-1.0731,0.026581,0,0.99475,0.097875,0.00086937,-0.38925,1,0.0169,0.05,0.0169,0.005
-1.0687,0.026539,0,0.98667,0.097577,0.00087143,-0.39076,1,0.017,0.05,0.017,0.005
-1.0643,0.026497,0,0.97859,0.097279,0.0008735,-0.39228,1,0.0171,0.05,0.0171,0.005
-1.0599,0.026456,0,0.97051,0.096981,0.00087556,-0.3938,1,0.0172,0.05,0.0172,0.005
-1.0555,0.026414,0,0.96243,0.096683,0.00087763,-0.39531,1,0.0173,0.05,0.0173,0.005
-1.051,0.026372,0,0.95435,0.096385,0.0008797,-0.39683,1,0.0174,0.05,0.0174,0.005
-1.0466,0.02633,0,0.94627,0.096088,0.00088176,-0.39835,1,0.0175,0.05,0.0175,0.005
-1.0422,0.026288,0,0.93819,0.09579,0.00088383,-0.39986,1,0.0176,0.05,0.0176,0.005
-1.0378,0.026247,0,0.93011,0.095492,0.00088589,-0.40138,1,0.0177,0.05,0.0177,0.005
-1.0334,0.026205,0,0.92204,0.095194,0.00088796,-0.4029,1,0.0178,0.05,0.0178,0.005
-1.029,0.026163,0,0.91396,0.094896,0.00089002,-0.40441,1,0.0179,0.05,0.0179,0.005
-1.0246,0.026121,0,0.90588,0.094598,0.00089209,-0.40593,1,0.018,0.05,0.018,0.005
-1.0202,0.02608,0,0.8978,0.0943,0.00089415,-0.40745,1,0.0181,0.05,0.0181,0.005
-1.0158,0.026038,0,0.88972,0.094002,0.00089622,-0.40896,1,0.0182,0.05,0.0182,0.005
-1.0114,0.025996,0,0.88164,0.093704,0.00089828,-0.41048,1,0.0183,0.05,0.0183,0.005
-1.0071,0.025956,0,0.87422,0.093401,0.00090015,-0.41201,1,0.0184,0.05,0.0184,0.005
-1.003,0.025917,0,0.86714,0.093096,0.00090192,-0.41354,1,0.0185,0.05,0.0185,0.005
-0.99879,0.025879,0,0.86006,0.09279,0.0009037,-0.41507,1,0.0186,0.05,0.0186,0.005
-0.99463,0.02584,0,0.85297,0.092485,0.00090547,-0.4166,1,0.0187,0.05,0.0187,0.005
-0.99047,0.025801,0,0.84589,0.09218,0.00090724,-0.41813,1,0.0188,0.05,0.0188,0.005
-0.9863,0.025762,0,0.83881,0.091875,0.00090902,-0.41966,1,0.0189,0.05,0.0189,0.005
-0.98214,0.025723,0,0.83172,0.091569,0.00091079,-0.42119,1,0.019,0.05,0.019,0.005
-0.97797,0.025685,0,0.82464,0.091264,0.00091256,-0.42272,1,0.0191,0.05,0.0191,0.005
-0.97381,0.025646,0,0.81756,0.090959,0.00091433,-0.42425,1,0.0192,0.05,0.0192,0.005
-0.96964,0.025607,0,0.81047,0.090653,0.00091611,-0.42578,1,0.0193,0.05,0.0193,0.005
-0.96548,0.025568,0,0.80339,0.090348,0.00091788,-0.42731,1,0.0194,0.05,0.0194,0.005
-0.96132,0.025529,0,0.79631,0.090043,0.00091965,-0.42884,1,0.0195,0.05,0.0195,0.005
-0.95715,0.025491,0,0.78922,0.089737,0.00092142,-0.43037,1,0.0196,0.05,0.0196,0.005
-0.95299,0.025452,0,0.78214,0.089432,0.0009232,-0.4319,1,0.0197,0.05,0.0197,0.005
-0.94882,0.025413,0,0.77506,0.089127,0.00092497,-0.43343,1,0.0198,0.05,0.0198,0.005
-0.94466,0.025374,0,0.76797,0.088821,0.00092674,-0.43496,1,0.0199,0.05,0.0199,0.005
-0.94049,0.025335,0,0.76089,0.088516,0.00092851,-0.43649,1,0.02,0.05,0.02,0.005
-0.93654,0.025301,0,0.75474,0.088213,0.00093004,-0.43802,1,0.0201,0.05,0.0201,0.005
-0.93258,0.025267,0,0.7486,0.08791,0.00093157,-0.43955,1,0.0202,0.05,0.0202,0.005
-0.92863,0.025233,0,0.74245,0.087607,0.00093309,-0.44108,1,0.0203,0.05,0.0203,0.005
-0.92467,0.025199,0,0.73631,0.087305,0.00093462,-0.44261,1,0.0204,0.05,0.0204,0.005
-0.92071,0.025165,0,0.73016,0.087002,0.00093614,-0.44414,1,0.0205,0.05,0.0205,0.005
-0.91676,0.025131,0,0.72402,0.086699,0.00093767,-0.44567,1,0.0206,0.05,0.0206,0.005
-0.9128,0.025097,0,0.71787,0.086396,0.00093919,-0.4472,1,0.0207,0.05,0.0207,0.005
-0.90885,0.025063,0,0.71173,0.086093,0.00094072,-0.44873,1,0.0208,0.05,0.0208,0.005
-0.90489,0.025029,0,0.70558,0.08579,0.00094224,-0.45026,1,0.0209,0.05,0.0209,0.005
-0.90094,0.024995,0,0.69944,0.085487,0.00094377,-0.45179,1,0.021,0.05,0.021,0.005
-0.89698,0.024961,0,0.69329,0.085184,0.0009453,-0.45332,1,0.0211,0.05,0.0211,0.005
-0.89302,0.024927,0,0.68715,0.084882,0.00094682,-0.45485,1,0.0212,0.05,0.0212,0.005
-0.88907,0.024893,0,0.681,0.084579,0.00094835,-0.45638,1,0.0213,0.05,0.0213,0.005
-0.88511,0.024859,0,0.67486,0.084276,0.00094987,-0.45791,1,0.0214,0.05,0.0214,0.005
-0.88116,0.024825,0,0.66871,0.083973,0.0009514,-0.45944,1,0.0215,0.05,0.0215,0.005
-0.8772,0.024791,0,0.66257,0.08367,0.00095292,-0.46097,1,0.0216,0.05,0.0216,0.005
-0.8733,0.024759,0,0.65671,0.08337,0.00095438,-0.4625,1,0.0217,0.05,0.0217,0.005
-0.86953,0.024731,0,0.65142,0.083077,0.0009557,-0.46401,1,0.0218,0.05,0.0218,0.005
-0.86575,0.024703,0,0.64614,0.082783,0.00095702,-0.46553,1,0.0219,0.05,0.0219,0.005
-0.86197,0.024674,0,0.64085,0.08249,0.00095834,-0.46705,1,0.022,0.05,0.022,0.005
-0.85819,0.024646,0,0.63556,0.082197,0.00095966,-0.46856,1,0.0221,0.05,0.0221,0.005
-0.85442,0.024618,0,0.63028,0.081903,0.00096098,-0.47008,1,0.0222,0.05,0.0222,0.005
-0.85064,0.02459,0,0.62499,0.08161,0.0009623,-0.4716,1,0.0223,0.05,0.0223,0.005
-0.84686,0.024561,0,0.6197,0.081316,0.00096362,-0.47311,1,0.0224,0.05,0.0224,0.005
-0.84308,0.024533,0,0.61442,0.081023,0.00096494,-0.47463,1,0.0225,0.05,0.0225,0.005
-0.83931,0.024505,0,0.60913,0.08073,0.00096626,-0.47615,1,0.0226,0.05,0.0226,0.005
-0.83553,0.024477,0,0.60384,0.080436,0.00096758,-0.47766,1,0.0227,0.05,0.0227,0.005
-0.83175,0.024448,0,0.59856,0.080143,0.0009689,-0.47918,1,0.0228,0.05,0.0228,0.005
-0.82797,0.02442,0,0.59327,0.079849,0.00097022,-0.4807,1,0.0229,0.05,0.0229,0.005
-0.8242,0.024392,0,0.58798,0.079556,0.00097154,-0.48221,1,0.023,0.05,0.023,0.005
-0.82042,0.024363,0,0.5827,0.079263,0.00097286,-0.48373,1,0.0231,0.05,0.0231,0.005
-0.81664,0.024335,0,0.57741,0.078969,0.00097418,-0.48525,1,0.0232,0.05,0.0232,0.005
-0.81286,0.024307,0,0.57212,0.078676,0.0009755,-0.48676,1,0.0233,0.05,0.0233,0.005
-0.80919,0.024283,0,0.56735,0.078392,0.00097671,-0.48826,1,0.0234,0.05,0.0234,0.005
-0.80556,0.024261,0,0.56283,0.078113,0.00097786,-0.48975,1,0.0235,0.05,0.0235,0.005
-0.80194,0.024239,0,0.55831,0.077834,0.00097902,-0.49124,1,0.0236,0.05,0.0236,0.005
-0.79831,0.024216,0,0.55379,0.077555,0.00098017,-0.49273,1,0.0237,0.05,0.0237,0.005
-0.79469,0.024194,0,0.54927,0.077276,0.00098132,-0.49423,1,0.0238,0.05,0.0238,0.005
-0.79106,0.024172,0,0.54475,0.076996,0.00098248,-0.49572,1,0.0239,0.05,0.0239,0.005
-0.78744,0.02415,0,0.54023,0.076717,0.00098363,-0.49721,1,0.024,0.05,0.024,0.005
-0.78382,0.024128,0,0.53571,0.076438,0.00098478,-0.4987,1,0.0241,0.05,0.0241,0.005
-0.78019,0.024106,0,0.53119,0.076159,0.00098593,-0.50019,1,0.0242,0.05,0.0242,0.005
-0.77657,0.024084,0,0.52667,0.07588,0.00098709,-0.50168,1,0.0243,0.05,0.0243,0.005
-0.77294,0.024062,0,0.52215,0.075601,0.00098824,-0.50317,1,0.0244,0.05,0.0244,0.005
-0.76932,0.02404,0,0.51763,0.075322,0.00098939,-0.50466,1,0.0245,0.05,0.0245,0.005
-0.76569,0.024018,0,0.51311,0.075043,0.00099055,-0.50615,1,0.0246,0.05,0.0246,0.005
-0.76207,0.023995,0,0.50859,0.074764,0.0009917,-0.50764,1,0.0247,0.05,0.0247,0.005
-0.75844,0.023973,0,0.50407,0.074485,0.00099285,-0.50913,1,0.0248,0.05,0.0248,0.005
-0.75482,0.023951,0,0.49955,0.074206,0.00099401,-0.51062,1,0.0249,0.05,0.0249,0.005
-0.75119,0.023929,0,0.49503,0.073927,0.00099516,-0.51211,1,0.025,0.05,0.025,0.005
-0.7477,0.023913,0,0.49119,0.073665,0.00099618,-0.51357,1,0.0251,0.05,0.0251,0.005
-0.74421,0.023897,0,0.48735,0.073404,0.00099719,-0.51502,1,0.0252,0.05,0.0252,0.005
