"U:0","U:1","U:2","epsilon","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.076965,0.079603,0,0.002061,0.0007357,2.3974e-05,0.011522,1,0.014886,0.0105,0.0105,0.00105
-0.077141,0.079865,0,0.0020537,0.00074394,2.461e-05,0.011404,1,0.015028,0.0106,0.0106,0.00106
-0.077308,0.080118,0,0.0020466,0.00075227,2.5253e-05,0.011286,1,0.01517,0.0107,0.0107,0.00107
-0.077467,0.080361,0,0.0020397,0.00076067,2.5904e-05,0.011167,1,0.015312,0.0108,0.0108,0.00108
-0.077618,0.080596,0,0.0020329,0.00076916,2.6563e-05,0.011049,1,0.015453,0.0109,0.0109,0.00109
-0.07776,0.080821,0,0.0020263,0.00077772,2.723e-05,0.010931,1,0.015595,0.011,0.011,0.0011
-0.077895,0.081038,0,0.00202,0.00078637,2.7905e-05,0.010813,1,0.015737,0.0111,0.0111,0.00111
-0.078021,0.081245,0,0.0020138,0.00079509,2.8588e-05,0.010695,1,0.015879,0.0112,0.0112,0.00112
-0.078139,0.081443,0,0.0020078,0.0008039,2.9279e-05,0.010576,1,0.016021,0.0113,0.0113,0.00113
-0.078248,0.081632,0,0.0020019,0.00081278,2.9977e-05,0.010458,1,0.016162,0.0114,0.0114,0.00114
-0.078349,0.081812,0,0.0019963,0.00082175,3.0683e-05,0.010339,1,0.016304,0.0115,0.0115,0.00115
-0.078442,0.081982,0,0.0019908,0.00083079,3.1398e-05,0.010221,1,0.016446,0.0116,0.0116,0.00116
-0.078503,0.082109,0,0.0019862,0.0008394,3.2096e-05,0.010101,1,0.016588,0.0117,0.0117,0.00117
-0.078509,0.082159,0,0.0019831,0.00084697,3.2749e-05,0.0099806,1,0.016729,0.0118,0.0118,0.00118
-0.078512,0.082205,0,0.0019799,0.00085448,3.3401e-05,0.00986,1,0.016871,0.0119,0.0119,0.00119
-0.07851,0.082246,0,0.0019767,0.00086194,3.4053e-05,0.0097397,1,0.017013,0.012,0.012,0.0012
-0.078503,0.082282,0,0.0019734,0.00086935,3.4703e-05,0.0096196,1,0.017155,0.0121,0.0121,0.00121
-0.078493,0.082314,0,0.0019702,0.0008767,3.5353e-05,0.0094998,1,0.017296,0.0122,0.0122,0.00122
-0.078478,0.082342,0,0.001967,0.000884,3.6003e-05,0.0093802,1,0.017438,0.0123,0.0123,0.00123
-0.078459,0.082365,0,0.0019638,0.00089125,3.6651e-05,0.0092608,1,0.01758,0.0124,0.0124,0.00124
-0.078436,0.082383,0,0.0019605,0.00089845,3.7299e-05,0.0091417,1,0.017722,0.0125,0.0125,0.00125
-0.078408,0.082397,0,0.0019573,0.00090559,3.7946e-05,0.0090228,1,0.017864,0.0126,0.0126,0.00126
-0.078376,0.082406,0,0.001954,0.00091269,3.8593e-05,0.0089041,1,0.018005,0.0127,0.0127,0.00127
-0.07834,0.082411,0,0.0019508,0.00091972,3.9238e-05,0.0087857,1,0.018147,0.0128,0.0128,0.00128
-0.0783,0.082411,0,0.0019475,0.00092671,3.9883e-05,0.0086675,1,0.018289,0.0129,0.0129,0.00129
-0.078255,0.082406,0,0.0019443,0.00093364,4.0527e-05,0.0085495,1,0.018431,0.013,0.013,0.0013
-0.078206,0.082397,0,0.001941,0.00094053,4.1171e-05,0.0084318,1,0.018572,0.0131,0.0131,0.00131
-0.078153,0.082384,0,0.0019377,0.00094735,4.1814e-05,0.0083143,1,0.018714,0.0132,0.0132,0.00132
-0.078095,0.082366,0,0.0019344,0.00095413,4.2456e-05,0.0081971,1,0.018856,0.0133,0.0133,0.00133
-0.078022,0.082321,0,0.001931,0.00095971,4.3028e-05,0.008081,1,0.018998,0.0134,0.0134,0.00134
-0.077939,0.082261,0,0.0019275,0.00096466,4.3566e-05,0.0079657,1,0.01914,0.0135,0.0135,0.00135
-0.077854,0.082199,0,0.0019239,0.00096957,4.4102e-05,0.0078507,1,0.019281,0.0136,0.0136,0.00136
-0.077765,0.082134,0,0.0019202,0.00097442,4.4638e-05,0.0077361,1,0.019423,0.0137,0.0137,0.00137
-0.077674,0.082065,0,0.0019165,0.00097922,4.5172e-05,0.0076218,1,0.019565,0.0138,0.0138,0.00138
-0.077579,0.081994,0,0.0019127,0.00098397,4.5706e-05,0.0075078,1,0.019707,0.0139,0.0139,0.00139
-0.077481,0.081919,0,0.0019088,0.00098866,4.6239e-05,0.0073942,1,0.019848,0.014,0.014,0.0014
-0.07738,0.081842,0,0.0019049,0.00099331,4.677e-05,0.007281,1,0.01999,0.0141,0.0141,0.00141
-0.077276,0.081762,0,0.0019009,0.0009979,4.7301e-05,0.0071681,1,0.020132,0.0142,0.0142,0.00142
-0.077169,0.081678,0,0.0018968,0.0010024,4.7831e-05,0.0070555,1,0.020274,0.0143,0.0143,0.00143
-0.077059,0.081592,0,0.0018926,0.0010069,4.8359e-05,0.0069433,1,0.020416,0.0144,0.0144,0.00144
-0.076946,0.081502,0,0.0018884,0.0010114,4.8887e-05,0.0068315,1,0.020557,0.0145,0.0145,0.00145
-0.07683,0.081409,0,0.001884,0.0010158,4.9414e-05,0.0067199,1,0.020699,0.0146,0.0146,0.00146
-0.076711,0.081314,0,0.0018797,0.0010201,4.994e-05,0.0066088,1,0.020841,0.0147,0.0147,0.00147
-0.076589,0.081215,0,0.0018752,0.0010244,5.0465e-05,0.0064979,1,0.020983,0.0148,0.0148,0.00148
-0.076464,0.081114,0,0.0018707,0.0010286,5.0989e-05,0.0063875,1,0.021124,0.0149,0.0149,0.00149
-0.076335,0.081009,0,0.0018661,0.0010328,5.1512e-05,0.0062773,1,0.021266,0.015,0.015,0.0015
-0.076203,0.080891,0,0.0018608,0.0010356,5.1954e-05,0.0061703,1,0.021408,0.0151,0.0151,0.00151
-0.076068,0.080771,0,0.0018555,0.0010384,5.2396e-05,0.0060637,1,0.02155,0.0152,0.0152,0.00152
-0.075931,0.080649,0,0.0018501,0.0010412,5.2838e-05,0.0059574,1,0.021691,0.0153,0.0153,0.00153
-0.075792,0.080524,0,0.0018445,0.0010439,5.3279e-05,0.0058515,1,0.021833,0.0154,0.0154,0.00154
-0.075649,0.080397,0,0.0018389,0.0010465,5.3719e-05,0.005746,1,0.021975,0.0155,0.0155,0.00155
-0.075505,0.080268,0,0.0018332,0.0010491,5.4159e-05,0.0056409,1,0.022117,0.0156,0.0156,0.00156
-0.075358,0.080136,0,0.0018274,0.0010517,5.4599e-05,0.0055361,1,0.022259,0.0157,0.0157,0.00157
-0.075208,0.080001,0,0.0018214,0.0010542,5.5038e-05,0.0054317,1,0.0224,0.0158,0.0158,0.00158
-0.075056,0.079864,0,0.0018154,0.0010566,5.5477e-05,0.0053277,1,0.022542,0.0159,0.0159,0.00159
-0.074902,0.079725,0,0.0018093,0.001059,5.5915e-05,0.005224,1,0.022684,0.016,0.016,0.0016
-0.074745,0.079584,0,0.0018031,0.0010614,5.6353e-05,0.0051208,1,0.022826,0.0161,0.0161,0.00161
-0.074585,0.07944,0,0.0017968,0.0010637,5.679e-05,0.0050179,1,0.022967,0.0162,0.0162,0.00162
-0.074423,0.079293,0,0.0017904,0.0010659,5.7227e-05,0.0049154,1,0.023109,0.0163,0.0163,0.00163
-0.074259,0.079145,0,0.0017839,0.0010682,5.7664e-05,0.0048133,1,0.023251,0.0164,0.0164,0.00164
-0.074092,0.078993,0,0.0017773,0.0010703,5.81e-05,0.0047115,1,0.023393,0.0165,0.0165,0.00165
-0.073922,0.07884,0,0.0017705,0.0010724,5.8535e-05,0.0046101,1,0.023535,0.0166,0.0166,0.00166
-0.073753,0.078684,0,0.0017636,0.0010742,5.8952e-05,0.0045103,1,0.023676,0.0167,0.0167,0.00167
-0.073588,0.078528,0,0.0017564,0.0010753,5.9335e-05,0.0044131,1,0.023818,0.0168,0.0168,0.00168
-0.073421,0.078369,0,0.0017491,0.0010764,5.9719e-05,0.0043163,1,0.02396,0.0169,0.0169,0.00169
-0.073252,0.078208,0,0.0017416,0.0010775,6.0104e-05,0.0042199,1,0.024102,0.017,0.017,0.0017
-0.073081,0.078046,0,0.0017341,0.0010785,6.0489e-05,0.0041239,1,0.024243,0.0171,0.0171,0.00171
-0.072908,0.077881,0,0.0017265,0.0010795,6.0875e-05,0.0040283,1,0.024385,0.0172,0.0172,0.00172
-0.072732,0.077714,0,0.0017188,0.0010805,6.1261e-05,0.003933,1,0.024527,0.0173,0.0173,0.00173
-0.072555,0.077545,0,0.0017109,0.0010814,6.1648e-05,0.0038381,1,0.024669,0.0174,0.0174,0.00174
-0.072375,0.077374,0,0.001703,0.0010823,6.2037e-05,0.0037435,1,0.024811,0.0175,0.0175,0.00175
-0.072194,0.077202,0,0.001695,0.0010831,6.2425e-05,0.0036493,1,0.024952,0.0176,0.0176,0.00176
-0.07201,0.077027,0,0.0016869,0.0010839,6.2815e-05,0.0035555,1,0.025094,0.0177,0.0177,0.00177
-0.071825,0.07685,0,0.0016788,0.0010846,6.3205e-05,0.0034621,1,0.025236,0.0178,0.0178,0.00178
-0.071637,0.076671,0,0.0016705,0.0010854,6.3596e-05,0.003369,1,0.025378,0.0179,0.0179,0.00179
-0.071448,0.07649,0,0.0016621,0.001086,6.3988e-05,0.0032764,1,0.025519,0.018,0.018,0.0018
-0.071256,0.076307,0,0.0016536,0.0010867,6.438e-05,0.003184,1,0.025661,0.0181,0.0181,0.00181
-0.071062,0.076122,0,0.0016451,0.0010873,6.4773e-05,0.0030921,1,0.025803,0.0182,0.0182,0.00182
-0.070866,0.075935,0,0.0016364,0.0010878,6.5167e-05,0.0030005,1,0.025945,0.0183,0.0183,0.00183
-0.070678,0.075751,0,0.0016277,0.001088,6.5535e-05,0.0029119,1,0.026087,0.0184,0.0184,0.00184
-0.070491,0.075568,0,0.0016189,0.0010878,6.589e-05,0.0028248,1,0.026228,0.0185,0.0185,0.00185
-0.070303,0.075383,0,0.00161,0.0010876,6.6244e-05,0.0027381,1,0.02637,0.0186,0.0186,0.00186
-0.070114,0.075197,0,0.0016011,0.0010874,6.6599e-05,0.0026517,1,0.026512,0.0187,0.0187,0.00187
-0.069923,0.075008,0,0.0015921,0.0010872,6.6953e-05,0.0025657,1,0.026654,0.0188,0.0188,0.00188
-0.06973,0.074818,0,0.001583,0.0010869,6.7308e-05,0.0024801,1,0.026795,0.0189,0.0189,0.00189
-0.069535,0.074627,0,0.0015738,0.0010865,6.7663e-05,0.0023947,1,0.026937,0.019,0.019,0.0019
-0.069339,0.074433,0,0.0015645,0.0010861,6.8017e-05,0.0023098,1,0.027079,0.0191,0.0191,0.00191
-0.06914,0.074238,0,0.0015552,0.0010857,6.8372e-05,0.0022252,1,0.027221,0.0192,0.0192,0.00192
-0.068941,0.074041,0,0.0015458,0.0010852,6.8727e-05,0.0021409,1,0.027362,0.0193,0.0193,0.00193
-0.068739,0.073843,0,0.0015363,0.0010847,6.9082e-05,0.002057,1,0.027504,0.0194,0.0194,0.00194
-0.068536,0.073642,0,0.0015267,0.0010841,6.9437e-05,0.0019734,1,0.027646,0.0195,0.0195,0.00195
-0.068331,0.07344,0,0.001517,0.0010835,6.9792e-05,0.0018902,1,0.027788,0.0196,0.0196,0.00196
-0.068125,0.073236,0,0.0015073,0.0010828,7.0147e-05,0.0018073,1,0.02793,0.0197,0.0197,0.00197
-0.067917,0.073031,0,0.0014975,0.0010822,7.0502e-05,0.0017248,1,0.028071,0.0198,0.0198,0.00198
-0.067707,0.072824,0,0.0014876,0.0010814,7.0857e-05,0.0016426,1,0.028213,0.0199,0.0199,0.00199
-0.067495,0.072615,0,0.0014776,0.0010806,7.1212e-05,0.0015607,1,0.028355,0.02,0.02,0.002
-0.067298,0.072417,0,0.001468,0.0010793,7.1525e-05,0.0014831,1,0.028497,0.0201,0.0201,0.00201
-0.0671,0.072217,0,0.0014583,0.001078,7.1838e-05,0.0014058,1,0.028638,0.0202,0.0202,0.00202
-0.066901,0.072016,0,0.0014485,0.0010766,7.2152e-05,0.0013287,1,0.02878,0.0203,0.0203,0.00203
-0.0667,0.071814,0,0.0014387,0.0010752,7.2466e-05,0.001252,1,0.028922,0.0204,0.0204,0.00204
-0.066497,0.07161,0,0.0014288,0.0010737,7.2781e-05,0.0011756,1,0.029064,0.0205,0.0205,0.00205
-0.066294,0.071405,0,0.0014189,0.0010722,7.3096e-05,0.0010996,1,0.029206,0.0206,0.0206,0.00206
-0.066089,0.071199,0,0.0014088,0.0010707,7.3411e-05,0.0010238,1,0.029347,0.0207,0.0207,0.00207
-0.065883,0.070991,0,0.0013988,0.0010691,7.3727e-05,0.00094835,1,0.029489,0.0208,0.0208,0.00208
-0.065675,0.070781,0,0.0013887,0.0010675,7.4044e-05,0.00087322,1,0.029631,0.0209,0.0209,0.00209
-0.065466,0.070571,0,0.0013785,0.0010659,7.4361e-05,0.00079841,1,0.029773,0.021,0.021,0.0021
-0.065255,0.070358,0,0.0013682,0.0010642,7.4679e-05,0.00072391,1,0.029914,0.0211,0.0211,0.00211
-0.065044,0.070145,0,0.0013579,0.0010625,7.4997e-05,0.00064972,1,0.030056,0.0212,0.0212,0.00212
-0.06483,0.06993,0,0.0013476,0.0010608,7.5315e-05,0.00057586,1,0.030198,0.0213,0.0213,0.00213
-0.064616,0.069713,0,0.0013371,0.001059,7.5634e-05,0.00050231,1,0.03034,0.0214,0.0214,0.00214
-0.0644,0.069495,0,0.0013266,0.0010572,7.5953e-05,0.00042907,1,0.030482,0.0215,0.0215,0.00215
-0.064183,0.069276,0,0.0013161,0.0010553,7.6273e-05,0.00035615,1,0.030623,0.0216,0.0216,0.00216
-0.06397,0.06906,0,0.0013057,0.0010533,7.6584e-05,0.00028479,1,0.030765,0.0217,0.0217,0.00217
-0.063768,0.068853,0,0.0012958,0.0010512,7.6876e-05,0.00021621,1,0.030907,0.0218,0.0218,0.00218
-0.063564,0.068645,0,0.0012858,0.001049,7.7169e-05,0.00014792,1,0.031049,0.0219,0.0219,0.00219
-0.06336,0.068436,0,0.0012757,0.0010467,7.7462e-05,7.9898e-05,1,0.03119,0.022,0.022,0.0022
-0.063154,0.068226,0,0.0012657,0.0010445,7.7757e-05,1.2158e-05,1,0.031332,0.0221,0.0221,0.00221
-0.062947,0.068014,0,0.0012556,0.0010422,7.8052e-05,-5.5302e-05,1,0.031474,0.0222,0.0222,0.00222
-0.062739,0.067802,0,0.0012454,0.0010399,7.8347e-05,-0.00012249,1,0.031616,0.0223,0.0223,0.00223
-0.06253,0.067588,0,0.0012352,0.0010375,7.8644e-05,-0.00018939,1,0.031757,0.0224,0.0224,0.00224
-0.06232,0.067373,0,0.001225,0.0010352,7.8941e-05,-0.00025601,1,0.031899,0.0225,0.0225,0.00225
-0.062109,0.067156,0,0.0012147,0.0010327,7.9239e-05,-0.00032236,1,0.032041,0.0226,0.0226,0.00226
-0.061896,0.066939,0,0.0012044,0.0010303,7.9538e-05,-0.00038842,1,0.032183,0.0227,0.0227,0.00227
-0.061683,0.06672,0,0.001194,0.0010278,7.9837e-05,-0.00045421,1,0.032325,0.0228,0.0228,0.00228
